,Age,Gender,StudyHrs,Learning_Style,Courses_Comp,Discuss_Part,AssignRate,Exam_Score(%),AttendRate,TechUse,StressLevel,SocMediaHrs,SleepHrs,Equiv_Grade,College,Degree_Program
213,18.0,Male,12.0,Visual,4.0,No,54.0,68.0,63.0,Yes,High,23.0,10.0,3.14,Business and Finance,Accountancy
214,29.0,Male,32.0,Auditory,4.0,Yes,64.0,85.0,55.0,Yes,Medium,12.0,6.0,3.635,Health Sciences,Medical Technology
215,25.0,Male,12.0,Reading/Writing,14.0,No,72.0,73.0,83.0,Yes,Medium,0.0,6.0,3.735,Health Sciences,Public Health
216,19.0,Male,11.0,Reading/Writing,1.0,Yes,53.0,91.0,100.0,Yes,High,3.0,6.0,4.07,Health Sciences,Medical Technology
217,19.0,Female,20.0,Kinesthetic,17.0,Yes,51.0,79.0,65.0,Yes,Medium,13.0,8.0,3.39,Business and Finance,Accountancy
218,20.0,Female,41.0,Visual,10.0,No,65.0,91.0,54.0,Yes,Medium,22.0,10.0,3.79,Business and Finance,Economics
219,26.0,Male,18.0,Reading/Writing,14.0,Yes,52.0,94.0,64.0,No,Low,22.0,8.0,3.77,Engineering,Electrical
220,24.0,Male,46.0,Auditory,1.0,Yes,70.0,76.0,93.0,No,Medium,7.0,5.0,3.88,Engineering,Computer
221,29.0,Male,13.0,Visual,12.0,Yes,59.0,58.0,83.0,Yes,Medium,1.0,7.0,3.165,Engineering,Mechanical
222,25.0,Male,41.0,Reading/Writing,13.0,Yes,55.0,52.0,51.0,Yes,Medium,3.0,6.0,2.635,Engineering,Electronic
223,27.0,Male,26.0,Auditory,16.0,Yes,53.0,78.0,98.0,Yes,Medium,3.0,5.0,3.725,Business and Finance,Economics
224,26.0,Female,48.0,Kinesthetic,19.0,Yes,91.0,60.0,100.0,Yes,High,18.0,6.0,3.865,Business and Finance,Entrepreneurship
225,26.0,Female,34.0,Visual,4.0,Yes,61.0,77.0,51.0,No,Low,15.0,10.0,3.35,Business and Finance,Accountancy
226,28.0,Male,31.0,Auditory,10.0,No,78.0,85.0,86.0,No,Medium,27.0,9.0,4.155,Health Sciences,Nursing
227,20.0,Female,20.0,Reading/Writing,8.0,No,54.0,44.0,94.0,Yes,High,8.0,8.0,2.85,Engineering,Computer
228,19.0,Female,37.0,Kinesthetic,4.0,Yes,73.0,45.0,60.0,No,Low,16.0,7.0,2.82,Business and Finance,Entrepreneurship
229,27.0,Male,42.0,Kinesthetic,19.0,Yes,73.0,79.0,54.0,No,Low,21.0,6.0,3.61,Health Sciences,Pharmacy
230,28.0,Female,28.0,Visual,9.0,No,67.0,60.0,53.0,Yes,Low,7.0,9.0,3.035,Health Sciences,Pharmacy
231,27.0,Female,45.0,Visual,16.0,No,55.0,67.0,60.0,Yes,Low,13.0,9.0,3.1,Business and Finance,Business Administration
232,21.0,Female,8.0,Reading/Writing,10.0,Yes,79.0,75.0,55.0,Yes,High,11.0,9.0,3.61,Engineering,Mechanical
233,21.0,Male,23.0,Kinesthetic,4.0,Yes,91.0,84.0,83.0,Yes,Medium,19.0,6.0,4.295,Business and Finance,Economics
234,28.0,Male,18.0,Reading/Writing,8.0,No,94.0,55.0,96.0,No,Medium,14.0,9.0,3.745,Engineering,Computer
235,22.0,Male,8.0,Kinesthetic,3.0,No,60.0,42.0,68.0,No,Low,22.0,8.0,2.63,Business and Finance,Business Administration
236,22.0,Male,49.0,Kinesthetic,10.0,No,55.0,56.0,56.0,Yes,Medium,25.0,10.0,2.785,Health Sciences,Public Health
237,21.0,Female,25.0,Auditory,19.0,Yes,79.0,77.0,62.0,No,Medium,20.0,4.0,3.73,Engineering,Computer
238,29.0,Male,12.0,Visual,20.0,Yes,98.0,73.0,87.0,No,Medium,16.0,6.0,4.165,Health Sciences,Public Health
239,27.0,Female,42.0,Auditory,14.0,No,76.0,77.0,75.0,No,Medium,27.0,8.0,3.815,Health Sciences,Pharmacy
240,19.0,Female,48.0,Visual,2.0,Yes,71.0,56.0,78.0,Yes,Low,1.0,5.0,3.245,Health Sciences,Nursing
241,21.0,Male,46.0,Visual,19.0,Yes,51.0,84.0,79.0,Yes,Medium,22.0,6.0,3.655,Engineering,Electronic
242,21.0,Male,30.0,Auditory,2.0,Yes,94.0,46.0,51.0,No,Low,22.0,7.0,3.07,Engineering,Electronic
243,29.0,Female,12.0,Visual,3.0,No,50.0,45.0,93.0,Yes,Medium,30.0,6.0,2.805,Business and Finance,Business Administration
244,22.0,Female,28.0,Auditory,3.0,Yes,66.0,87.0,68.0,No,Medium,13.0,5.0,3.845,Engineering,Mechanical
245,28.0,Male,10.0,Visual,5.0,Yes,56.0,45.0,99.0,Yes,Low,12.0,7.0,2.955,Health Sciences,Medical Technology
246,20.0,Female,33.0,Visual,4.0,Yes,90.0,87.0,64.0,Yes,Medium,9.0,6.0,4.165,Engineering,Electrical
247,27.0,Male,41.0,Visual,15.0,Yes,66.0,99.0,84.0,No,Medium,14.0,10.0,4.305,Engineering,Electrical
248,25.0,Female,36.0,Kinesthetic,18.0,Yes,78.0,59.0,99.0,No,Medium,4.0,7.0,3.635,Business and Finance,Entrepreneurship
249,21.0,Male,48.0,Reading/Writing,17.0,Yes,97.0,84.0,78.0,Yes,Low,19.0,7.0,4.335,Business and Finance,Entrepreneurship
250,26.0,Female,5.0,Auditory,19.0,Yes,77.0,59.0,87.0,No,Low,9.0,5.0,3.5,Engineering,Mechanical
252,29.0,Male,21.0,Auditory,4.0,No,86.0,40.0,89.0,Yes,Low,25.0,10.0,3.18,Health Sciences,Pharmacy
253,29.0,Female,24.0,Kinesthetic,5.0,No,50.0,52.0,78.0,Yes,Medium,30.0,6.0,2.83,Engineering,Mechanical
254,22.0,Male,24.0,Kinesthetic,4.0,No,61.0,71.0,91.0,Yes,Medium,28.0,5.0,3.6,Business and Finance,Entrepreneurship
255,28.0,Male,27.0,Reading/Writing,0.0,No,89.0,46.0,96.0,Yes,Medium,0.0,5.0,3.445,Business and Finance,Economics
256,21.0,Female,16.0,Auditory,19.0,Yes,58.0,69.0,84.0,Yes,Low,4.0,4.0,3.435,Engineering,Computer
257,21.0,Other,24.0,Kinesthetic,16.0,Yes,51.0,64.0,98.0,Yes,Low,9.0,9.0,3.345,Business and Finance,Economics
258,27.0,Female,10.0,Visual,14.0,Yes,55.0,85.0,85.0,Yes,Low,27.0,4.0,3.8,Business and Finance,Entrepreneurship
260,27.0,Female,6.0,Kinesthetic,4.0,No,77.0,67.0,99.0,No,Medium,18.0,9.0,3.82,Business and Finance,Entrepreneurship
261,18.0,Female,35.0,Auditory,18.0,No,57.0,75.0,97.0,No,Medium,23.0,7.0,3.7,Business and Finance,Economics
262,29.0,Female,25.0,Reading/Writing,11.0,Yes,57.0,59.0,55.0,Yes,Medium,9.0,10.0,2.88,Health Sciences,Nursing
263,20.0,Male,12.0,Kinesthetic,8.0,No,67.0,65.0,71.0,Yes,Medium,22.0,10.0,3.34,Business and Finance,Economics
264,28.0,Male,26.0,Kinesthetic,5.0,Yes,67.0,75.0,84.0,Yes,Low,19.0,7.0,3.72,Business and Finance,Entrepreneurship
265,20.0,Female,32.0,Visual,4.0,Yes,72.0,55.0,86.0,Yes,Low,28.0,10.0,3.315,Engineering,Electronic
266,22.0,Female,13.0,Auditory,6.0,Yes,85.0,84.0,76.0,Yes,High,1.0,10.0,4.135,Engineering,Mechanical
267,28.0,Female,6.0,Auditory,0.0,No,59.0,88.0,70.0,No,Medium,12.0,5.0,3.785,Business and Finance,Entrepreneurship
268,29.0,Female,29.0,Kinesthetic,3.0,No,69.0,82.0,79.0,Yes,Medium,18.0,4.0,3.875,Business and Finance,Entrepreneurship
269,19.0,Female,17.0,Reading/Writing,2.0,No,55.0,46.0,71.0,Yes,High,20.0,6.0,2.685,Health Sciences,Pharmacy
270,18.0,Male,33.0,Reading/Writing,17.0,No,79.0,44.0,95.0,Yes,Low,15.0,10.0,3.235,Business and Finance,Economics
271,25.0,Other,39.0,Auditory,2.0,Yes,96.0,92.0,94.0,Yes,High,21.0,10.0,4.68,Health Sciences,Pharmacy
272,24.0,Female,10.0,Visual,16.0,No,81.0,68.0,66.0,Yes,Medium,11.0,4.0,3.575,Business and Finance,Business Administration
273,19.0,Male,36.0,Visual,10.0,Yes,63.0,45.0,59.0,Yes,High,7.0,10.0,2.66,Health Sciences,Public Health
274,23.0,Female,35.0,Auditory,17.0,No,75.0,84.0,63.0,No,High,5.0,9.0,3.855,Health Sciences,Public Health
275,26.0,Male,39.0,Visual,5.0,Yes,77.0,66.0,87.0,Yes,Low,24.0,5.0,3.675,Business and Finance,Economics
276,20.0,Female,25.0,Reading/Writing,15.0,Yes,53.0,94.0,51.0,Yes,Medium,20.0,10.0,3.655,Engineering,Computer
277,27.0,Female,27.0,Reading/Writing,18.0,No,87.0,81.0,85.0,Yes,High,22.0,10.0,4.18,Business and Finance,Business Administration
278,23.0,Male,12.0,Visual,9.0,No,65.0,42.0,89.0,Yes,Medium,0.0,4.0,2.915,Business and Finance,Entrepreneurship
279,18.0,Female,12.0,Reading/Writing,17.0,No,74.0,66.0,82.0,Yes,Low,6.0,6.0,3.58,Business and Finance,Entrepreneurship
280,18.0,Male,13.0,Visual,0.0,No,97.0,50.0,85.0,Yes,Low,4.0,6.0,3.555,Engineering,Computer
281,23.0,Male,28.0,Reading/Writing,1.0,No,61.0,71.0,91.0,Yes,Low,0.0,10.0,3.6,Health Sciences,Nursing
282,21.0,Female,25.0,Kinesthetic,9.0,Yes,87.0,46.0,64.0,Yes,High,2.0,5.0,3.095,Health Sciences,Medical Technology
283,23.0,Female,43.0,Kinesthetic,12.0,Yes,70.0,49.0,81.0,Yes,Medium,1.0,9.0,3.085,Engineering,Mechanical
284,25.0,Female,34.0,Kinesthetic,16.0,Yes,63.0,67.0,72.0,Yes,Medium,5.0,4.0,3.34,Engineering,Electronic
285,26.0,Male,29.0,Reading/Writing,14.0,No,100.0,54.0,64.0,Yes,Medium,17.0,7.0,3.49,Health Sciences,Pharmacy
286,24.0,Male,26.0,Kinesthetic,12.0,Yes,59.0,93.0,68.0,Yes,Low,8.0,6.0,3.89,Business and Finance,Accountancy
287,20.0,Female,39.0,Reading/Writing,3.0,Yes,73.0,82.0,78.0,Yes,Medium,29.0,9.0,3.925,Engineering,Computer
288,25.0,Male,28.0,Kinesthetic,5.0,Yes,97.0,48.0,53.0,Yes,High,19.0,4.0,3.185,Business and Finance,Accountancy
289,26.0,Male,43.0,Kinesthetic,17.0,No,93.0,69.0,95.0,Yes,Medium,0.0,5.0,4.07,Business and Finance,Entrepreneurship
290,25.0,Female,28.0,Reading/Writing,18.0,No,77.0,62.0,69.0,Yes,Low,11.0,10.0,3.395,Engineering,Electrical
291,27.0,Male,12.0,Kinesthetic,9.0,Yes,100.0,47.0,58.0,Yes,Medium,19.0,9.0,3.255,Health Sciences,Pharmacy
292,25.0,Male,26.0,Auditory,8.0,Yes,84.0,92.0,69.0,No,High,15.0,4.0,4.25,Health Sciences,Medical Technology
293,28.0,Male,43.0,Auditory,6.0,No,90.0,86.0,87.0,Yes,Low,10.0,6.0,4.37,Health Sciences,Medical Technology
294,26.0,Male,42.0,Visual,10.0,Yes,68.0,61.0,55.0,Yes,Medium,7.0,8.0,3.095,Engineering,Electrical
295,26.0,Male,40.0,Kinesthetic,0.0,No,91.0,52.0,51.0,No,Medium,29.0,7.0,3.175,Engineering,Electrical
296,25.0,Male,33.0,Auditory,15.0,No,64.0,50.0,93.0,Yes,Low,1.0,6.0,3.14,Engineering,Electronic
297,19.0,Male,15.0,Visual,1.0,Yes,79.0,46.0,59.0,Yes,High,22.0,7.0,2.925,Business and Finance,Accountancy
298,18.0,Female,29.0,Visual,8.0,No,79.0,71.0,86.0,No,Medium,3.0,5.0,3.82,Business and Finance,Economics
299,28.0,Female,21.0,Kinesthetic,17.0,Yes,60.0,99.0,78.0,No,Low,13.0,8.0,4.155,Health Sciences,Pharmacy
300,23.0,Male,5.0,Auditory,17.0,Yes,92.0,40.0,83.0,No,Medium,9.0,10.0,3.21,Business and Finance,Business Administration
301,25.0,Male,11.0,Auditory,11.0,No,77.0,81.0,98.0,Yes,High,22.0,5.0,4.16,Engineering,Mechanical
302,28.0,Female,39.0,Reading/Writing,16.0,No,83.0,58.0,77.0,No,High,9.0,8.0,3.465,Business and Finance,Economics
303,20.0,Female,10.0,Auditory,3.0,No,52.0,75.0,77.0,Yes,Low,22.0,7.0,3.425,Engineering,Mechanical
305,28.0,Male,15.0,Visual,14.0,No,82.0,98.0,97.0,No,High,10.0,8.0,4.65,Engineering,Computer
306,18.0,Male,21.0,Kinesthetic,13.0,No,100.0,47.0,67.0,No,Medium,12.0,10.0,3.345,Health Sciences,Medical Technology
307,27.0,Female,5.0,Visual,8.0,Yes,99.0,60.0,89.0,No,Medium,8.0,8.0,3.875,Health Sciences,Public Health
308,25.0,Male,27.0,Auditory,17.0,No,82.0,84.0,78.0,No,Low,30.0,7.0,4.11,Health Sciences,Pharmacy
309,28.0,Male,46.0,Auditory,20.0,No,67.0,50.0,51.0,Yes,Medium,10.0,10.0,2.765,Health Sciences,Pharmacy
310,25.0,Female,9.0,Kinesthetic,14.0,No,95.0,42.0,59.0,No,Medium,22.0,10.0,3.065,Business and Finance,Economics
312,24.0,Male,24.0,Visual,16.0,Yes,98.0,50.0,80.0,Yes,Medium,1.0,10.0,3.52,Engineering,Electronic
313,20.0,Male,44.0,Auditory,15.0,Yes,93.0,60.0,96.0,No,Low,19.0,6.0,3.855,Health Sciences,Public Health
314,21.0,Female,28.0,Auditory,8.0,Yes,53.0,84.0,70.0,No,High,12.0,8.0,3.595,Health Sciences,Medical Technology
315,21.0,Female,31.0,Kinesthetic,18.0,Yes,61.0,92.0,85.0,Yes,Medium,6.0,6.0,4.065,Health Sciences,Pharmacy
316,22.0,Other,33.0,Kinesthetic,5.0,Yes,64.0,85.0,52.0,No,Medium,2.0,6.0,3.605,Engineering,Electrical
317,24.0,Male,38.0,Auditory,6.0,Yes,100.0,84.0,99.0,Yes,Medium,7.0,9.0,4.59,Engineering,Computer
318,19.0,Male,40.0,Reading/Writing,16.0,Yes,71.0,42.0,94.0,Yes,Medium,26.0,6.0,3.055,Engineering,Computer
319,25.0,Female,16.0,Reading/Writing,17.0,Yes,84.0,63.0,91.0,Yes,Medium,0.0,8.0,3.745,Business and Finance,Entrepreneurship
320,23.0,Male,16.0,Auditory,1.0,Yes,79.0,59.0,98.0,Yes,Medium,9.0,5.0,3.64,Engineering,Electronic
322,19.0,Female,26.0,Kinesthetic,0.0,Yes,67.0,74.0,89.0,No,Medium,4.0,4.0,3.745,Business and Finance,Accountancy
323,28.0,Male,12.0,Reading/Writing,3.0,No,95.0,52.0,78.0,Yes,Medium,5.0,8.0,3.505,Business and Finance,Economics
324,23.0,Female,48.0,Reading/Writing,15.0,Yes,51.0,64.0,50.0,Yes,Low,14.0,7.0,2.865,Business and Finance,Entrepreneurship
325,19.0,Female,9.0,Auditory,5.0,Yes,100.0,49.0,95.0,Yes,Low,13.0,8.0,3.675,Business and Finance,Accountancy
326,21.0,Female,23.0,Reading/Writing,2.0,Yes,54.0,98.0,95.0,No,Medium,0.0,5.0,4.21,Health Sciences,Pharmacy
327,23.0,Male,38.0,Visual,5.0,Yes,70.0,76.0,76.0,Yes,Medium,16.0,4.0,3.71,Health Sciences,Medical Technology
328,27.0,Male,23.0,Auditory,11.0,Yes,68.0,55.0,80.0,No,Medium,9.0,6.0,3.195,Health Sciences,Pharmacy
329,20.0,Female,30.0,Reading/Writing,11.0,Yes,54.0,80.0,89.0,Yes,Low,1.0,5.0,3.7,Health Sciences,Public Health
330,24.0,Other,40.0,Reading/Writing,4.0,Yes,95.0,73.0,87.0,Yes,Medium,21.0,4.0,4.12,Health Sciences,Public Health
331,25.0,Male,48.0,Auditory,14.0,No,76.0,63.0,71.0,Yes,High,1.0,6.0,3.425,Engineering,Electronic
332,22.0,Female,48.0,Visual,6.0,Yes,96.0,91.0,95.0,No,Medium,16.0,5.0,4.665,Business and Finance,Entrepreneurship
333,26.0,Male,8.0,Visual,18.0,No,72.0,70.0,90.0,Yes,Medium,10.0,7.0,3.73,Health Sciences,Public Health
334,26.0,Male,38.0,Auditory,19.0,No,64.0,52.0,63.0,Yes,Low,9.0,6.0,2.89,Health Sciences,Nursing
335,27.0,Female,46.0,Kinesthetic,13.0,No,82.0,89.0,62.0,Yes,Medium,1.0,5.0,4.075,Business and Finance,Accountancy
336,23.0,Female,49.0,Kinesthetic,11.0,Yes,68.0,93.0,56.0,No,High,29.0,7.0,3.905,Business and Finance,Business Administration
337,21.0,Male,8.0,Reading/Writing,9.0,Yes,57.0,78.0,63.0,No,Medium,19.0,6.0,3.435,Business and Finance,Entrepreneurship
338,23.0,Female,10.0,Auditory,0.0,No,53.0,69.0,79.0,Yes,Low,13.0,7.0,3.31,Engineering,Mechanical
339,25.0,Male,13.0,Auditory,5.0,No,68.0,67.0,51.0,Yes,High,18.0,5.0,3.205,Engineering,Mechanical
340,21.0,Male,7.0,Kinesthetic,14.0,No,61.0,46.0,81.0,Yes,Low,18.0,9.0,2.875,Business and Finance,Economics
341,18.0,Male,19.0,Kinesthetic,10.0,No,92.0,96.0,92.0,No,Medium,30.0,6.0,4.7,Engineering,Electrical
342,23.0,Male,20.0,Visual,13.0,Yes,77.0,74.0,79.0,Yes,Medium,13.0,6.0,3.795,Engineering,Electrical
343,23.0,Male,43.0,Reading/Writing,10.0,No,85.0,44.0,97.0,No,High,28.0,4.0,3.345,Engineering,Electronic
344,20.0,Male,11.0,Kinesthetic,8.0,Yes,81.0,77.0,59.0,Yes,Medium,13.0,6.0,3.73,Business and Finance,Economics
345,23.0,Female,12.0,Reading/Writing,3.0,No,92.0,74.0,73.0,Yes,Medium,8.0,7.0,3.96,Business and Finance,Business Administration
346,26.0,Male,42.0,Auditory,14.0,No,52.0,100.0,95.0,No,High,3.0,8.0,4.23,Engineering,Electronic
347,19.0,Female,44.0,Visual,2.0,Yes,70.0,87.0,84.0,No,Medium,13.0,4.0,4.065,Business and Finance,Accountancy
348,24.0,Male,7.0,Auditory,16.0,No,95.0,53.0,55.0,No,Medium,26.0,7.0,3.3,Business and Finance,Economics
349,22.0,Female,8.0,Reading/Writing,19.0,No,62.0,92.0,53.0,Yes,Low,26.0,9.0,3.76,Business and Finance,Accountancy
350,29.0,Female,43.0,Reading/Writing,1.0,No,65.0,47.0,89.0,Yes,Low,19.0,9.0,3.04,Engineering,Computer
351,28.0,Female,35.0,Auditory,14.0,No,72.0,51.0,56.0,Yes,High,13.0,5.0,2.915,Health Sciences,Medical Technology
352,20.0,Female,23.0,Visual,12.0,No,54.0,47.0,80.0,No,Medium,17.0,5.0,2.785,Health Sciences,Medical Technology
353,29.0,Male,28.0,Visual,9.0,Yes,58.0,84.0,53.0,Yes,Medium,0.0,9.0,3.5,Business and Finance,Accountancy
354,19.0,Male,34.0,Auditory,17.0,No,64.0,60.0,69.0,Yes,Low,26.0,8.0,3.15,Engineering,Electronic
355,24.0,Female,21.0,Auditory,20.0,No,51.0,60.0,56.0,Yes,High,2.0,8.0,2.825,Health Sciences,Nursing
356,27.0,Female,5.0,Auditory,19.0,Yes,89.0,47.0,80.0,Yes,Low,28.0,10.0,3.31,Engineering,Electrical
357,25.0,Other,49.0,Auditory,12.0,No,76.0,70.0,55.0,No,Low,17.0,9.0,3.44,Engineering,Electronic
358,26.0,Male,15.0,Kinesthetic,3.0,Yes,55.0,86.0,55.0,Yes,High,12.0,8.0,3.525,Business and Finance,Economics
359,29.0,Female,17.0,Kinesthetic,9.0,No,52.0,69.0,67.0,No,High,20.0,8.0,3.175,Health Sciences,Pharmacy
361,20.0,Male,6.0,Auditory,13.0,Yes,90.0,77.0,87.0,Yes,Medium,10.0,4.0,4.145,Health Sciences,Medical Technology
362,26.0,Female,12.0,Kinesthetic,5.0,No,89.0,78.0,61.0,No,High,1.0,5.0,3.895,Health Sciences,Medical Technology
363,18.0,Female,30.0,Reading/Writing,5.0,No,77.0,55.0,56.0,Yes,High,20.0,9.0,3.09,Engineering,Computer
364,19.0,Male,44.0,Reading/Writing,0.0,No,64.0,56.0,98.0,No,Medium,27.0,5.0,3.34,Business and Finance,Economics
365,22.0,Female,45.0,Auditory,7.0,No,63.0,75.0,60.0,Yes,Low,4.0,6.0,3.42,Health Sciences,Nursing
366,29.0,Male,8.0,Reading/Writing,15.0,No,64.0,76.0,87.0,Yes,Medium,15.0,5.0,3.73,Business and Finance,Accountancy
367,19.0,Male,45.0,Reading/Writing,15.0,No,92.0,84.0,91.0,Yes,High,18.0,7.0,4.39,Business and Finance,Economics
368,27.0,Male,34.0,Visual,5.0,Yes,93.0,45.0,89.0,Yes,Medium,5.0,8.0,3.41,Health Sciences,Nursing
369,24.0,Female,26.0,Visual,7.0,No,91.0,42.0,50.0,Yes,Low,29.0,9.0,2.915,Health Sciences,Nursing
370,27.0,Male,41.0,Reading/Writing,2.0,No,51.0,91.0,60.0,Yes,Medium,3.0,7.0,3.64,Business and Finance,Business Administration
371,18.0,Male,49.0,Auditory,1.0,No,100.0,86.0,86.0,No,Low,26.0,9.0,4.51,Engineering,Electrical
372,20.0,Male,38.0,Kinesthetic,15.0,Yes,88.0,68.0,77.0,Yes,High,6.0,10.0,3.79,Business and Finance,Entrepreneurship
373,29.0,Female,29.0,Auditory,16.0,No,90.0,83.0,51.0,Yes,Medium,18.0,6.0,3.935,Health Sciences,Pharmacy
374,25.0,Female,11.0,Kinesthetic,5.0,Yes,95.0,55.0,67.0,Yes,High,28.0,7.0,3.47,Engineering,Electronic
375,20.0,Male,6.0,Kinesthetic,20.0,Yes,64.0,64.0,57.0,No,Low,3.0,9.0,3.13,Business and Finance,Economics
376,28.0,Female,47.0,Kinesthetic,17.0,No,98.0,81.0,75.0,Yes,Medium,9.0,4.0,4.245,Business and Finance,Entrepreneurship
377,27.0,Female,44.0,Auditory,20.0,Yes,70.0,89.0,56.0,Yes,Medium,24.0,7.0,3.835,Health Sciences,Public Health
378,25.0,Female,43.0,Reading/Writing,14.0,Yes,56.0,88.0,77.0,Yes,Medium,2.0,4.0,3.81,Health Sciences,Nursing
379,23.0,Male,39.0,Visual,10.0,No,87.0,89.0,77.0,No,High,18.0,7.0,4.3,Health Sciences,Pharmacy
380,21.0,Male,36.0,Auditory,12.0,Yes,91.0,53.0,87.0,No,Medium,1.0,10.0,3.56,Health Sciences,Pharmacy
381,27.0,Female,18.0,Visual,1.0,Yes,87.0,86.0,51.0,Yes,Low,1.0,8.0,3.965,Engineering,Mechanical
382,18.0,Female,47.0,Reading/Writing,6.0,Yes,64.0,76.0,80.0,Yes,Medium,10.0,4.0,3.66,Business and Finance,Entrepreneurship
383,18.0,Male,46.0,Visual,18.0,No,57.0,50.0,87.0,Yes,Low,14.0,8.0,2.975,Engineering,Electrical
384,23.0,Female,6.0,Auditory,6.0,Yes,62.0,92.0,60.0,No,Low,3.0,8.0,3.83,Business and Finance,Entrepreneurship
385,28.0,Female,29.0,Kinesthetic,12.0,No,75.0,76.0,71.0,Yes,Medium,18.0,10.0,3.735,Business and Finance,Economics
386,20.0,Male,22.0,Visual,17.0,Yes,50.0,45.0,88.0,Yes,Medium,5.0,5.0,2.755,Engineering,Mechanical
387,23.0,Male,48.0,Visual,16.0,Yes,98.0,89.0,63.0,Yes,Medium,28.0,7.0,4.325,Business and Finance,Accountancy
389,26.0,Male,16.0,Kinesthetic,6.0,Yes,55.0,95.0,58.0,No,Low,17.0,7.0,3.78,Engineering,Computer
390,18.0,Male,46.0,Kinesthetic,8.0,No,59.0,69.0,97.0,Yes,Medium,21.0,8.0,3.58,Business and Finance,Entrepreneurship
391,28.0,Male,29.0,Visual,14.0,Yes,82.0,77.0,86.0,Yes,Low,2.0,5.0,4.015,Engineering,Computer
392,18.0,Male,17.0,Kinesthetic,13.0,Yes,68.0,73.0,80.0,No,Medium,6.0,5.0,3.645,Business and Finance,Accountancy
393,27.0,Female,16.0,Kinesthetic,19.0,Yes,87.0,59.0,100.0,No,High,0.0,4.0,3.78,Health Sciences,Medical Technology
394,18.0,Female,23.0,Auditory,3.0,No,56.0,69.0,74.0,Yes,Medium,9.0,7.0,3.305,Health Sciences,Nursing
395,23.0,Male,34.0,Reading/Writing,10.0,Yes,100.0,59.0,80.0,No,Medium,16.0,4.0,3.775,Health Sciences,Public Health
396,27.0,Male,9.0,Reading/Writing,12.0,Yes,76.0,47.0,100.0,Yes,Medium,14.0,6.0,3.315,Engineering,Computer
397,29.0,Male,35.0,Visual,11.0,No,81.0,47.0,50.0,No,Medium,21.0,7.0,2.89,Engineering,Electronic
398,23.0,Male,30.0,Reading/Writing,19.0,Yes,52.0,66.0,50.0,Yes,High,10.0,7.0,2.93,Health Sciences,Pharmacy
399,26.0,Female,9.0,Visual,3.0,Yes,57.0,80.0,64.0,No,Medium,29.0,7.0,3.495,Engineering,Computer
400,18.0,Female,38.0,Auditory,16.0,Yes,50.0,72.0,62.0,No,Low,3.0,6.0,3.17,Engineering,Mechanical
401,29.0,Female,25.0,Reading/Writing,13.0,Yes,71.0,59.0,77.0,Yes,High,30.0,4.0,3.31,Business and Finance,Entrepreneurship
402,26.0,Male,18.0,Auditory,10.0,Yes,77.0,97.0,96.0,Yes,Medium,11.0,5.0,4.54,Engineering,Mechanical
403,19.0,Male,44.0,Kinesthetic,13.0,Yes,94.0,88.0,62.0,Yes,Medium,1.0,10.0,4.23,Engineering,Computer
404,28.0,Female,36.0,Reading/Writing,20.0,No,76.0,48.0,51.0,Yes,High,28.0,10.0,2.85,Health Sciences,Public Health
405,24.0,Male,15.0,Visual,8.0,Yes,59.0,68.0,71.0,Yes,High,30.0,4.0,3.295,Business and Finance,Entrepreneurship
406,20.0,Female,10.0,Visual,20.0,Yes,93.0,51.0,50.0,Yes,Medium,20.0,10.0,3.17,Engineering,Mechanical
407,19.0,Female,10.0,Visual,17.0,No,61.0,65.0,64.0,No,Medium,3.0,10.0,3.18,Engineering,Electronic
408,23.0,Male,11.0,Visual,20.0,No,72.0,53.0,62.0,Yes,Medium,11.0,9.0,3.025,Engineering,Electronic
409,26.0,Male,39.0,Reading/Writing,4.0,No,89.0,66.0,89.0,Yes,Low,2.0,6.0,3.875,Business and Finance,Business Administration
410,21.0,Female,5.0,Auditory,0.0,Yes,57.0,42.0,52.0,Yes,Medium,14.0,4.0,2.425,Health Sciences,Public Health
411,20.0,Male,22.0,Auditory,14.0,No,58.0,51.0,89.0,Yes,Low,11.0,5.0,3.035,Health Sciences,Nursing
412,19.0,Male,40.0,Kinesthetic,15.0,Yes,59.0,56.0,75.0,Yes,Medium,0.0,8.0,3.035,Health Sciences,Medical Technology
413,27.0,Female,20.0,Visual,9.0,Yes,81.0,44.0,55.0,Yes,High,4.0,5.0,2.865,Health Sciences,Public Health
414,19.0,Female,21.0,Reading/Writing,13.0,No,79.0,76.0,60.0,No,Low,1.0,10.0,3.685,Engineering,Computer
415,27.0,Male,36.0,Auditory,0.0,No,85.0,57.0,69.0,Yes,Medium,0.0,7.0,3.39,Business and Finance,Business Administration
417,18.0,Other,43.0,Visual,7.0,No,50.0,47.0,100.0,No,Medium,26.0,7.0,2.925,Engineering,Mechanical
418,23.0,Male,21.0,Visual,10.0,Yes,64.0,98.0,81.0,Yes,High,15.0,8.0,4.22,Business and Finance,Business Administration
419,21.0,Male,16.0,Kinesthetic,14.0,Yes,68.0,42.0,85.0,Yes,Medium,2.0,8.0,2.92,Engineering,Computer
420,19.0,Female,37.0,Visual,16.0,No,80.0,63.0,50.0,No,Medium,3.0,7.0,3.275,Health Sciences,Pharmacy
421,29.0,Male,35.0,Kinesthetic,17.0,Yes,77.0,49.0,88.0,Yes,Medium,13.0,10.0,3.26,Health Sciences,Pharmacy
